0.102654524	0.07629048	-0.01493241	0.049848713	0.07074504	0.14413501	0.011515304	-0.03355254	-0.071888395	4.7210327e-05	0.04817324	-0.020937383	-0.041035417	-0.006181928	0.7111576	0.050303306
0.031293374	0.09631767	-0.018553944	0.0778255	0.076587826	0.10503306	-0.03700648	-0.029775577	-0.060871616	0.016607564	0.017658941	-0.0879881	-0.0035645866	0.063842006	0.6649213	0.023309914
-0.30587575	-0.261943	0.24475823	-0.2575554	-0.13711773	-0.12594944	-0.31718358	0.25481403	-0.3518151	0.3508559	-0.3093563	-0.27711162	-0.26993838	0.34930378	0.9274019	-0.25451106
0.035273843	-0.024501048	-0.00015564528	0.054260507	0.07469859	0.052215368	0.0073639085	-0.0018662116	-0.1357733	0.0967387	-0.03293751	-0.043341897	-0.08294223	0.08582343	0.7395642	-0.0035545486
0.1459557	0.14938392	-0.13099307	0.12965457	0.17369118	0.1849132	0.124270745	-0.09793515	0.0071861264	-0.08409416	0.048697963	0.016653221	0.030937305	-0.051368754	0.769523	0.13345863
0.07622667	0.08994201	-0.020269748	0.07978257	0.09492908	0.06911456	-0.009088813	-0.06671382	0.025418932	-0.025238937	-0.02491714	-0.010238524	-0.025832986	-0.052239213	0.6815429	0.010990952
-0.19309606	-0.17681146	0.09966577	-0.18334168	-0.061309654	-0.048713826	-0.21317983	0.12932014	-0.24392843	0.2251691	-0.16843468	-0.18068583	-0.17203936	0.24547593	0.58339894	-0.17628253
0.053537957	0.06926175	-0.11307088	0.11226007	0.14288534	0.11364225	0.088862844	-0.12510395	-0.0044248095	-0.015989546	0.033411313	0.092002444	0.098126575	-0.089750074	0.6610481	0.12140314
0.055195704	0.025068803	-0.06951624	0.08950082	0.07608874	0.0556944	0.08242249	-0.11225246	-0.023255864	-0.0036913913	0.061820153	0.060497086	-0.028914746	-0.016123157	0.63790363	0.036434416
0.101836205	0.1622435	-0.17281146	0.15571041	0.16632725	0.1308466	0.08963354	-0.11536829	0.067957826	-0.034102675	0.15395306	0.0534283	0.047373556	-0.1164849	0.6829117	0.13241291
